id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
32476606,Recently Renovated & Furnished Apt- Room available,244008821,Sonia,Manhattan,West Village,40.7354,-74.00208,Private room,2850,100,0,,,1,270
32502180,1-Bedroom Newly Renovated Cozy Apartment,244217480,Vlad,Staten Island,Arden Heights,40.54857,-74.17628,Entire home/apt,83,30,3,2019-06-28,0.9,1,316
32522010,Cozy Renovated 2 BR 2 Bathroom Brooklyn/Queens NYC,51810229,Moaz,Queens,Ridgewood,40.69903,-73.90961,Entire home/apt,150,28,0,,,1,197
32527460,Bright bdr in Renovated Building (15min from City),224340103,Vincent,Brooklyn,Williamsburg,40.70927,-73.94684,Private room,75,1,2,2019-02-24,0.44,2,151
32638547,1.5 Bdrm In Hip Bed-Stuy Brownstone,16866694,Nikki,Brooklyn,Bedford-Stuyvesant,40.69127,-73.93856,Entire home/apt,100,1,13,2019-06-24,3.86,1,13
32678723,Spacious room in the Heart of Midtown!,244361589,Row NYC,Manhattan,Theater District,40.75803,-73.98887,Private room,100,1,6,2019-06-15,2.61,9,289
32704496,Ladies Shared Cozy Space,163749958,Brianna,Manhattan,Kips Bay,40.74433,-73.97868,Shared room,39,2,1,2019-05-10,0.5,3,365
32714435,Heart of NYC- deluxe 1BR apt with gorgeous views,30283594,Kara,Manhattan,Hell's Kitchen,40.76212,-73.9981,Entire home/apt,350,30,0,,,121,364
32723619,Apt in heart of Williamsburg,111466,Joanna,Brooklyn,Williamsburg,40.71797,-73.95738,Entire home/apt,250,4,1,2019-06-27,1.0,1,122
32748003,Close to Flushing Main Street and Manhattan! (3D),246272839,Northern Star Realty,Queens,Flushing,40.76663,-73.81921,Entire home/apt,85,1,5,2019-07-06,1.69,4,145
32898133,★Pvt Room in 4BR House ★ Backyard ★Laundry ★ Room1,49164956,Abena,Brooklyn,Bedford-Stuyvesant,40.67721,-73.91404,Private room,47,30,0,,,5,317
32932554,Beauty of Brooklyn and short  ride to Manhattan.,15672224,Michael,Brooklyn,Sheepshead Bay,40.58546,-73.9457,Entire home/apt,150,21,0,,,1,81
33133219,Spacious studio on quiet tree lined street,109448921,Mark,Brooklyn,Prospect-Lefferts Gardens,40.66379,-73.95239,Entire home/apt,75,2,12,2019-07-06,3.56,1,8
33134698,Furnished Upper West Side near Central Park,50741398,Jessica,Manhattan,Upper West Side,40.80071,-73.96616,Private room,80,1,14,2019-05-16,3.89,4,0
33141938,Clean Beautiful New apartment renovated in 2019,19303369,Hiroki,Manhattan,Inwood,40.86507,-73.92348,Private room,35,29,0,,,37,31
33195147,The Sweet,239155432,Thia,Bronx,Wakefield,40.90484,-73.84489,Private room,120,1,1,2019-04-08,0.32,1,268
33243041,Beautiful Bright Brooklyn BedRoom *20 Min to City*,201407513,Norma-Jean,Brooklyn,Bedford-Stuyvesant,40.67876,-73.91096,Private room,41,2,5,2019-06-16,2.08,2,74
33378475,Cozy room next to the L train,104960784,Lorena,Brooklyn,Bushwick,40.68989,-73.90447,Private room,50,3,1,2019-04-08,0.33,1,0
33406453,AC Hotel New York Downtown-7 Nights Minimum,5144567,Yun,Manhattan,Financial District,40.70599,-74.00503,Private room,169,7,1,2019-06-12,1.0,13,365
33439471,Sweet Single Room,251625546,Eden,Brooklyn,Crown Heights,40.66949,-73.92172,Private room,65,1,6,2019-05-29,1.91,2,323
33488044,Two amazing bedrooms in the heart of East Village,95892016,Leonora,Manhattan,East Village,40.7272,-73.98288,Private room,260,1,0,,,5,317
33492744,Cozy Studio in the Heart of Spanish Harlem,19392723,Pablo,Manhattan,East Harlem,40.79463,-73.94604,Entire home/apt,100,2,2,2019-04-18,0.7,1,8
33572668,Master bedroom in Luxury High Rise,107393843,James,Manhattan,Financial District,40.70824,-74.01403,Private room,125,4,1,2019-05-25,0.67,1,0
33580008,Sonder | Stock Exchange | Calming 3BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.7075,-74.01179,Entire home/apt,505,2,8,2019-06-22,3.58,327,263
33641209,Glamorous 3 Bedroom/3 Bath Brownstone,253528452,Fab,Manhattan,Murray Hill,40.74779,-73.981,Entire home/apt,800,3,9,2019-06-22,3.46,1,276
33645723,Cute private room in Washington Heights!,112531390,Rachel,Manhattan,Washington Heights,40.84427,-73.93742,Private room,52,1,1,2019-04-25,0.4,1,0
33686419,Prime Williamsburg 2BR w/ NYC View -Long Term Only,82742663,Scott,Brooklyn,Williamsburg,40.71948,-73.96376,Entire home/apt,150,30,1,2019-04-29,0.42,1,160
33725862,Spacious Brooklyn Room for 1 or 2 Guests.,137358866,Kazuya,Brooklyn,Bushwick,40.69198,-73.91168,Private room,48,30,0,,,103,267
33776235,Bright apt in the heart of the lower east side!,42615337,Capucine,Manhattan,East Village,40.72241,-73.98554,Entire home/apt,180,5,1,2019-07-03,1.0,1,32
33853889,Private Spacious Bedroom in lush green Fort George,45776423,Aman,Manhattan,Washington Heights,40.85719,-73.93048,Private room,35,3,3,2019-06-14,3.0,1,5
33914554,3 Bedroom Full house - 15mins to NYC/Ferry,161357125,Mohsin,Staten Island,Todt Hill,40.61041,-74.11593,Entire home/apt,135,3,2,2019-06-23,0.86,3,36
33916529,Entire Studio Apartment Over Looking Central Park,101965358,Ana,Manhattan,East Harlem,40.79551,-73.94813,Entire home/apt,200,7,2,2019-05-22,0.95,1,173
33931270,Sleek & Sunny Private Bedroom With 3 Local Trains,242962235,Yuval,Queens,Ridgewood,40.70862,-73.89536,Private room,34,30,0,,,23,314
34002121,Pat's place (shared female only).,256743247,Patricia,Queens,Bayside,40.77125,-73.7809,Private room,49,1,14,2019-06-28,6.36,2,72
34036047,Harlem Time Capsule,256998898,Hank,Manhattan,Harlem,40.80483,-73.95553,Entire home/apt,550,1,0,,,3,365
34067204,Cosy bedroom in Williamsburg,229469300,Alisa,Brooklyn,Williamsburg,40.70785,-73.94898,Private room,60,2,3,2019-05-24,1.25,2,5
34178190,Room in Bright Authentic New York Style Apartment,204806146,Broque,Manhattan,Inwood,40.86594,-73.92487,Private room,46,1,7,2019-06-30,3.28,1,143
34201695,BedStuy Private Room (M2),6206040,Linda,Brooklyn,Bedford-Stuyvesant,40.6914,-73.9294,Private room,65,1,4,2019-06-18,2.35,8,12
34206858,Good Day New York - Comfy Queen,252604696,Erin,Manhattan,Chelsea,40.74914,-73.99471,Private room,199,1,0,,,20,365
34208509,Simple 1BR in Midtown East by Sonder,219517861,Sonder (NYC),Manhattan,Murray Hill,40.74461,-73.97349,Entire home/apt,190,29,0,,,327,261
34245023,Apartment,185974751,Claudia,Manhattan,Upper West Side,40.79527,-73.96666,Private room,48,5,1,2019-05-11,0.5,1,0
34257868,Beautiful Studio in the heart of Williamsburg,258661548,Brisa,Brooklyn,Williamsburg,40.71456,-73.94326,Entire home/apt,140,1,9,2019-06-23,3.86,1,200
34284316,Bedroom,180991373,Vicky,Queens,Flushing,40.74265,-73.8231,Private room,50,1,0,,,5,23
34312320,Sonder | The Biltmore | Stunning 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Theater District,40.75969,-73.98732,Entire home/apt,699,29,0,,,327,220
34317148,Beautiful house  in Jamaica near JFK & LGA,259078758,Moolchand,Queens,Hollis,40.71573,-73.76897,Private room,175,1,0,,,3,89
34390308,"""In the Heights"" King Size Br w/shared baths.",27973267,Gus,Manhattan,Washington Heights,40.8509,-73.93345,Private room,75,1,9,2019-07-02,5.19,5,84
34391036,"""In The Heights""  2 Queen Beds in Huge Private Br.",27973267,Gus,Manhattan,Washington Heights,40.84942,-73.93223,Private room,150,1,9,2019-06-29,5.19,5,188
34418130,Room in NyCs Local Fave Neighborhood,259816232,Rachel,Manhattan,Lower East Side,40.71977,-73.98423,Private room,128,1,0,,,2,365
34421507,Private bedroom in high-rise at Times Square,259846443,Charlie,Manhattan,Theater District,40.76127,-73.98579,Private room,130,2,10,2019-06-25,5.0,1,24
34527987,Light-filled duplex brownstone close to subway,7259859,Olivia,Brooklyn,Bedford-Stuyvesant,40.6851,-73.93092,Entire home/apt,100,3,0,,,1,0
34618352,King's Airbnb,261167972,Roger,Brooklyn,Bedford-Stuyvesant,40.68366,-73.92011,Entire home/apt,180,2,9,2019-07-07,5.4,1,330
34665010,Entire Newly Renovated 2 Bedroom Private Home,52577963,Mark,Queens,Woodhaven,40.69101,-73.8486,Entire home/apt,199,5,2,2019-06-29,1.2,6,338
34666999,Charming studio steps from Brooklyn Bridge!,21263506,Vikki,Brooklyn,Vinegar Hill,40.70358,-73.98316,Entire home/apt,200,2,0,,,1,1
34742861,Beautiful Studio Steps from Subway (GREEN),29582232,Lee And Teri,Brooklyn,Flatbush,40.64017,-73.96417,Entire home/apt,85,3,3,2019-06-29,3.0,5,86
34859949,Amazing Townhouse Experience with Private Garden,262800168,Jennifer,Manhattan,Midtown,40.7431,-73.98233,Entire home/apt,1000,2,6,2019-06-30,5.29,1,231
34902183,Calming & Bright 1 BR Apt in Upper West Side,263054681,Carmen,Manhattan,Harlem,40.81982,-73.94481,Entire home/apt,93,30,0,,,1,325
34974103,Amazing Furnished Studio in Midtown East #6120,113723310,Joe,Manhattan,Murray Hill,40.74882,-73.98041,Entire home/apt,150,30,0,,,8,342
34974799,Stylish 1 bd apartment in the heart of NYC,49225732,Lisa,Manhattan,Hell's Kitchen,40.76537,-73.98487,Entire home/apt,173,1,4,2019-06-17,4.0,1,120
34976037,Stunning Studio in Lux Building in the UWS #6115,116305897,Laura,Manhattan,Upper West Side,40.79058,-73.97246,Entire home/apt,150,30,0,,,9,266
34976038,Entire floor in historic Harlem brownstone,2896601,Liz,Manhattan,Harlem,40.81582,-73.94267,Entire home/apt,118,2,3,2019-06-28,2.0,1,17
34997894,entire apartment for rent,263670476,Algerchaabi,Brooklyn,Bay Ridge,40.6336,-74.02884,Entire home/apt,1800,30,0,,,1,335
35001709,High end one Bedroom Apatment,221200420,Adam,Manhattan,Murray Hill,40.74455,-73.97296,Entire home/apt,200,30,0,,,23,342
35003154,Beautiful Brooklyn Vacation Home!,3371859,Jenny & Jose,Brooklyn,Crown Heights,40.67307,-73.93917,Entire home/apt,88,2,4,2019-06-30,3.53,2,31
35005197,Sonder | 180 Water | Pleasant 2BR + Rooftop,219517861,Sonder (NYC),Manhattan,Financial District,40.70575,-74.00621,Entire home/apt,302,29,0,,,327,190
35040098,Trendy One Bedroom Apartment in UES,62560525,Saud,Manhattan,East Harlem,40.78766,-73.9423,Entire home/apt,134,3,2,2019-06-20,2.0,1,26
35064019,Divine Harlem Getaway,212263525,SamariSankofa,Manhattan,Harlem,40.81149,-73.94024,Entire home/apt,150,1,6,2019-07-01,4.09,3,352
35082227,The aqua roon or the peach room,264267484,Natasha,Brooklyn,East New York,40.6613,-73.88756,Private room,100,2,1,2019-06-24,1.0,1,270
35131221,Apartment in Riverdale NY,264618293,Zlatan,Bronx,Fieldston,40.89701,-73.89778,Entire home/apt,109,2,1,2019-07-01,1.0,1,192
35163045,Cozy Brooklyn Bedroom in Art-Filled Apartment,124040560,Shelley,Brooklyn,Windsor Terrace,40.65039,-73.97254,Private room,66,1,1,2019-06-25,1.0,1,0
35169758,Mott Haven Dorm GG,30509656,Orit,Bronx,Port Morris,40.80828,-73.9319,Shared room,28,1,2,2019-06-16,2.0,8,88
35189318,Centralized fun in Harlem,22630533,Carl,Manhattan,Harlem,40.81675,-73.93696,Private room,159,3,0,,,1,87
35212471,Bright & stylish 2BR in Manhattan,202805108,Ignacio,Manhattan,Hell's Kitchen,40.76028,-73.99665,Entire home/apt,395,3,3,2019-06-29,3.0,1,102
35222046,Bushwick garden just a block to L train.,7780845,Liset,Brooklyn,Bushwick,40.70098,-73.9193,Entire home/apt,120,3,0,,,3,77
35225838,Cozy room in an apartment in Bushwick!,43283271,Lizzie,Brooklyn,Bushwick,40.70137,-73.92028,Private room,45,2,1,2019-07-01,1.0,1,1
35268366,Leverich 102,19303369,Hiroki,Queens,Jackson Heights,40.75049,-73.89368,Private room,50,30,0,,,37,0
35268730,87st 302,19303369,Hiroki,Queens,Elmhurst,40.74066,-73.87755,Private room,32,30,0,,,37,0
35275920,Cozy summer relaxation,265576141,Luke,Queens,Rockaway Beach,40.58825,-73.81208,Private room,75,1,2,2019-06-30,2.0,1,5
35287808,Room in Upper East - Central Park,222077787,Betty&Sam,Manhattan,Upper East Side,40.76615,-73.95639,Private room,85,1,0,,,2,7
35290739,EXPERIENCE LUXURY IN AIRBNB,166463538,Jude,Manhattan,Financial District,40.70785,-74.00645,Shared room,150,1,1,2019-06-22,1.0,1,179
35353949,Spacious Two Bedroom-Prime Manhattan Midtown Loc,17689167,Steph,Manhattan,Midtown,40.75124,-73.98451,Entire home/apt,342,3,2,2019-06-23,2.0,1,40
35365315,A huge studio by the Fulton Station,265362077,Heeju,Manhattan,Civic Center,40.71262,-74.00698,Entire home/apt,175,30,0,,,1,346
35381538,The Sunshine Suite in a Brooklyn Mansion,7728754,Malika,Brooklyn,Crown Heights,40.67125,-73.94006,Entire home/apt,90,3,0,,,4,256
35454551,Spacious RM in Home w/Backyard/Balcony/Near Metro,23878336,Armando,Bronx,Fordham,40.86963,-73.89465,Private room,79,3,0,,,10,69
35455986,Newly renovated 1 bedroom apartment!,63227531,Marwa,Staten Island,Randall Manor,40.62845,-74.12294,Entire home/apt,99,2,1,2019-06-20,1.0,2,342
35466744,Riverdales finest!,105190318,Samuel,Bronx,Riverdale,40.88452,-73.91065,Entire home/apt,99,3,2,2019-06-12,2.0,1,52
35524274,Master Room 315-B,267272502,Orfelina,Bronx,Claremont Village,40.84308,-73.90652,Private room,67,3,0,,,2,113
35579436,The Artist's Loft,194369832,Adam,Manhattan,East Village,40.72347,-73.97792,Entire home/apt,200,2,1,2019-06-26,1.0,1,43
35584546,Downtown Bronx Studio 15 min ride to Manhattan,267744284,Andre,Bronx,Melrose,40.82231,-73.91696,Entire home/apt,69,7,0,,,1,254
35657486,AMAZING APARTMENT BROWNSTONE CONFI AND BIG!,86724810,Antia,Brooklyn,Bedford-Stuyvesant,40.69252,-73.93787,Entire home/apt,200,1,1,2019-06-21,1.0,1,344
35669735,Charming Stylish Apartment in Soho/Nolita,130906690,Nadiel,Manhattan,Nolita,40.72098,-73.9972,Entire home/apt,225,4,1,2019-07-03,1.0,1,225
35699079,Harlem Retreat,57627694,Olga,Manhattan,Harlem,40.82339,-73.95106,Entire home/apt,91,1,0,,,1,50
35715071,Shared Spaces;15 m to Times SQ;Safest Area in NY,175730239,Baboucarr,Queens,Sunnyside,40.73864,-73.92728,Shared room,30,3,2,2019-07-01,2.0,12,361
35790090,Authentic Chelsea Studio Loft,89629761,Juan,Manhattan,Chelsea,40.74913,-73.99575,Entire home/apt,89,2,0,,,1,37
35800600,1BD SAFE & AFFORDABLE  WITH TV  FULLY RENOVATED,73676969,Meezy,Bronx,Williamsbridge,40.87852,-73.85003,Private room,36,2,2,2019-07-05,2.0,3,47
35821347,TWO BEDROOM IN BEST PART OF BROOKLYN!! SLEEPS 6!!,262583834,Isabel,Brooklyn,Bedford-Stuyvesant,40.69069,-73.9298,Entire home/apt,399,3,3,2019-07-07,3.0,1,235
35823101,SO CHILL!! Very spacious and cozy bk apartment !!,269470349,Jim,Brooklyn,Bushwick,40.70146,-73.91932,Entire home/apt,75,2,3,2019-06-28,3.0,1,163
35872009,Charming Room 1 with 2 Beds Close to 2 Metros,72957132,Niko,Brooklyn,Bedford-Stuyvesant,40.68698,-73.95514,Private room,70,2,0,,,3,291
35875206,3 Bedroom Apartment in Forest Hills. Sleeps 8.,269836191,Gabriel,Queens,Forest Hills,40.73352,-73.84721,Entire home/apt,250,2,0,,,1,160
35884220,Luxury apartment in Manhattan midtown!,128175450,Howell,Manhattan,Hell's Kitchen,40.77122,-73.99356,Entire home/apt,350,2,0,,,1,179
35907127,Huge 1 Bedroom Apt +balcony,265498730,Tatiana,Manhattan,Hell's Kitchen,40.76212,-73.99771,Entire home/apt,280,3,2,2019-07-01,2.0,1,341
35920784,Stunning Bedroom in NYC!! Walking to Central Park!,268807394,Dean,Manhattan,East Harlem,40.80321,-73.93781,Private room,80,3,1,2019-07-03,1.0,3,213
35941376,舒适的阳光朝南单间-与哥大咫尺之遥,270327975,文静,Manhattan,Morningside Heights,40.80498,-73.9664,Private room,250,1,0,,,2,17
35991606,CHARMING THREE BEDROOM APARTMENT IN MANHATTAN,270578453,Alvin,Manhattan,Washington Heights,40.84154,-73.93766,Entire home/apt,260,5,0,,,1,260
35994335,Riverside Drive Apartment,59181407,Pierre-Marc,Manhattan,Washington Heights,40.83573,-73.94895,Entire home/apt,129,31,0,,,1,306
36002325,Modern and Charming Greenpoint by the Park,185352365,Megan,Brooklyn,Greenpoint,40.72214,-73.94566,Entire home/apt,220,2,0,,,1,12
36003858,★Premier Queen Room with Balcony ★,270874051,Hotel Vetiver,Queens,Long Island City,40.75436,-73.93483,Private room,99,1,0,,,8,319
36025215,Gorgeous sunny room in fabulous Brooklyn duplex,3103656,Laurel,Brooklyn,Bushwick,40.69184,-73.90924,Private room,99,3,0,,,2,150
36112415,Family-Friendly 2BR Apt. in Beautiful Fort Greene,61784887,Landon,Brooklyn,Fort Greene,40.69101,-73.97197,Entire home/apt,250,2,0,,,1,46
36176909,Large Apartment by Union Sqaure with an Elevator!!,183950711,Livne,Manhattan,Gramercy,40.73275,-73.98242,Entire home/apt,125,30,0,,,1,119
36201233,Comfortable Main Bedroom in Brooklyn,48018277,Alejandro,Brooklyn,Bedford-Stuyvesant,40.69361,-73.94089,Private room,95,2,0,,,2,47
36211538,Spacious getaway room in the heart of Bedstuy,139171543,Garth,Brooklyn,Bedford-Stuyvesant,40.68294,-73.9258,Private room,66,3,0,,,1,174
36228909,Sunny SoHo Penthouse w/ Pvt. Terrace!,272485928,Michael,Manhattan,SoHo,40.72336,-74.00465,Entire home/apt,600,3,0,,,1,179
36277571,FANTASTIC APT IN THE HEART OF THE EAST VILLAGE,261612429,Peter,Manhattan,East Village,40.72627,-73.98543,Entire home/apt,207,30,0,,,1,55
36307882,Adorable TriBeCa neighborhood easy subway access!,111768943,Kristin,Manhattan,Tribeca,40.71918,-74.00786,Entire home/apt,169,6,0,,,1,55
36368998,Queen size bedroom close to Columbia,3850264,Jason,Manhattan,Harlem,40.80656,-73.95593,Private room,60,3,0,,,2,86
36413779,Sunny & spacious room in a 3 Br - Williamsburg,2449230,Itamar,Brooklyn,Williamsburg,40.71812,-73.95495,Private room,80,5,0,,,1,38
36421287,Nice & Lovely room in LIC.5 stops to Times Square,203866020,Karma,Queens,Sunnyside,40.73799,-73.92749,Private room,60,1,0,,,1,34
36439512,The Bushwick Backhouse Loft.,180336853,Dash,Brooklyn,Bushwick,40.7047,-73.9225,Private room,70,2,0,,,1,255
36452721,Massage Spa. Stay overnight. Authors Artist dream.,274079964,Richard,Brooklyn,Sheepshead Bay,40.59866,-73.95661,Private room,800,1,0,,,1,23
36472171,1 bedroom in sunlit apartment,99144947,Brenda,Manhattan,Inwood,40.86845,-73.92449,Private room,80,1,0,,,1,79
